,dir/5WEKPBBWFKF47XDYW5QBC36KFVBYJFE5.pdf,dir/IM4NOHWT2KSDC4FBCAXQW722XG3AZCNP.pdf,dir/CS4O7BCLPRK6J5MKIK7BPBFC2UURCM7X.pdf,dir/HGJIJLL3ZVEO2ISTFZSKH53BIC2K3UYX.pdf,dir/BNAB3PKSEPVY6LVEMD6PZQXWXMDDTQ7U.pdf,dir/KAI53AEUTC4X3GRV6WZDEZUWVEYPTPPU.pdf,dir/6RWOLVNDX4CTI4PAGDGMWC3FFBTVW3TK.pdf,dir/LFGBSD5XRLBIZCRBVWTKQPP2JEVRWRRS.pdf,dir/EKWVDOMQ3BRDHPPTHV47A37AY2NUS7XK.pdf,dir/6A2V6MYYSW4C6QUKXJX7BEGNPYKZGV6O.pdf
subsequ,[],[],[],"['26', '568']","['1959', '5954']",[],[],[],[],[]
dod,[],[],[],"['30', '42', '488', '493', '502', '561', '632', '636', '660', '687', '694', '788', '935', '1094', '1188', '1204', '1234', '1587', '1625', '1670', '1683', '1756']",[],[],[],[],[],[]
bureau,[],[],[],"['31', '1328']",[],[],[],[],[],[]
bop,[],[],[],"['33', '39', '107', '484', '494', '571', '585', '588', '712', '716', '730', '749', '758', '789', '801', '819', '853', '863', '988', '992', '999', '1016', '1038', '1093', '1120', '1168', '1177', '1203', '1553', '1591', '1676', '1714', '1742', '1763', '1792']",[],[],[],[],[],[]
feder,[],[],[],"['34', '963', '1023', '1049']","['289', '1552', '1556', '1572', '1581', '1587', '2001', '2202', '2222', '2230', '2402', '2416', '2542', '4976', '4981', '4987', '5007', '5026', '5055', '5202', '5210', '5213']",['658'],['434'],[],[],"['4', '63', '74', '87', '120', '552', '607', '624', '693', '739', '1147', '1264']"
facil,[],[],[],"['35', '41', '71', '99', '108', '111', '123', '190', '200', '282', '474', '477', '487', '499', '560', '595', '631', '666', '680', '706', '711', '785', '823', '894', '938', '989', '1000', '1122', '1136', '1162', '1280', '1295', '1512', '1519', '1531', '1566', '1627', '1660', '1671', '1684', '1715', '1751', '1757', '1764', '1766', '1782', '1815', '1838', '1860', '1999', '2033', '2126', '2184', '2204', '2209', '2476']",['5471'],[],[],"['149', '163']","['132', '133', '143', '161', '253', '267', '283', '355', '387', '420', '748']",[]
assum,[],[],[],"['38', '910', '986', '1047', '1071', '1944', '1965']","['1091', '4938']",[],[],[],['623'],['1529']
occupi,[],[],[],"['40', '43', '486', '489']",['2662'],[],[],[],[],[]
primari,[],[],[],['46'],[],[],[],[],[],[]
estim,[],[],[],"['47', '229', '393', '434', '505', '541', '545', '617', '623', '779', '798', '872', '967', '1028', '1084', '1178', '1189', '1287', '1425', '1434', '1461', '1490', '1502', '1600', '1662', '1824', '1834', '1843', '1889', '1898', '2034', '2143', '2152', '2166', '2293', '2313', '2324', '2328', '2335', '2355', '2381', '2461', '2492', '2501', '2503', '2510', '2515']",[],['519'],[],[],[],"['377', '578', '1317']"
total,[],[],[],"['49', '90', '638', '718', '845', '859', '862', '1288', '1583', '1584', '1585', '1586', '1595', '1646', '1663', '1805', '1818', '1872', '2373', '2477']","['5827', '5848', '5865']",[],[],[],[],[]
increas,[],[],[],"['50', '92', '128', '135', '155', '192', '766', '1067', '1289', '1503', '1631', '1693', '1772', '1778', '1798', '1914', '1958', '1979', '1981', '2028', '2091', '2104', '2129', '2219']",[],[],[],[],[],[]
expenditur,[],[],[],"['51', '584', '704', '781', '810', '978', '1029', '1078', '1291', '1301', '1318', '1554', '2357', '2371', '2473']",[],[],[],[],[],[]
first,[],[],[],"['53', '66', '88', '167', '181', '240', '667', '735', '772', '834', '842', '990', '1296', '1506', '1569', '1651', '1666', '1689', '1746', '2196', '2349']","['511', '713', '1182', '2178', '4950', '5841']","['369', '899']",[],[],[],"['535', '678', '753', '814']"
four,[],[],[],"['54', '182', '245', '1075', '1297', '1811', '1992', '2350', '2376']","['4930', '5010', '5048', '5063']",[],[],[],[],['170']
oper,[],[],[],"['56', '58', '98', '110', '495', '784', '994', '1002', '1180', '1191', '1207', '1299', '1302', '1674', '1837', '1841', '2352', '2360', '2475']","['3546', '5162', '5230', '5409']","['6', '797', '816', '857', '936', '947']",[],['218'],"['31', '50', '58', '82', '94', '160', '285', '357', '385', '389', '452', '491', '495', '528', '651', '746']","['290', '1241']"
construct,[],[],[],"['57', '172', '575', '1171', '1194', '1265', '1300', '1509', '1533', '1540', '1549', '1744', '2359']",[],[],[],['141'],[],"['517', '1117', '1202', '1415', '1442', '1483']"
cost,[],[],[],"['59', '165', '173', '850', '1174', '1181', '1192', '1303', '2336', '2361']",[],"['12', '1047', '1050']",['175'],[],[],['580']
compens,[],[],[],"['60', '2362']",[],[],[],[],['761'],"['111', '556', '1107']"
visitor,[],[],[],"['61', '149', '942', '947', '968', '987', '995', '1006', '1012', '1027', '1311', '1581', '1724', '1770', '1870', '2363']",[],[],[],[],"['64', '100', '180']",[]
billion,[],[],[],"['63', '64', '1313', '2364']",[],[],[],[],[],[]
open,[],[],[],"['69', '476', '559', '681', '783', '893', '1153', '1293', '1530', '2000', '2125', '2155', '2160', '2225', '2239', '2249', '2252', '2284', '2299']",[],['683'],[],[],['556'],"['1053', '1084', '1136', '1180', '1207', '1226', '1307', '1355', '1376', '1711', '1758']"
run,[],[],[],"['70', '1294', '1511']",[],[],[],[],[],['1093']
sevencounti,[],[],[],"['74', '102', '114', '875', '1498']",[],[],[],[],[],[]
resid,[],[],[],"['77', '117', '203', '889', '1536', '1639', '1830', '1848', '1855', '2039', '2073', '2102', '2137']","['4172', '4339']",[],[],[],[],"['400', '1663', '1722']"
excel,[],[],[],"['78', '118', '1537', '1640']",[],[],[],[],[],[]
candid,[],[],[],"['79', '119', '1538', '1641']",[],[],[],[],[],[]
fill,[],[],[],"['83', '207', '897', '1846', '1853', '2037', '2079']",['4599'],['1004'],[],[],[],"['114', '241', '352', '362', '558', '632', '800', '1051', '1068', '1302', '1323', '1492', '1597']"
peopl,[],[],[],"['84', '202', '205', '391', '394', '436', '458', '874', '1112', '1130', '1255', '1847', '1854', '1995', '2038', '2072']","['3975', '3988', '4155', '4162', '6477']",[],[],[],[],[]
reloc,[],[],[],"['85', '593', '602', '664', '806', '1039', '1045', '1307', '1559', '1562', '1703', '1728', '1732', '1919', '2007']",[],[],[],[],[],[]
earn,[],[],[],"['91', '127', '194', '1395', '1526', '1568', '1589', '1593', '1597', '1650', '1809', '1822', '2030', '2132']",[],[],[],[],[],[]
million,[],[],[],"['93', '94', '129', '196', '556', '574', '578', '697', '847', '852', '860', '973', '1032', '1170', '1182', '1185', '1193', '1590', '1594', '1598', '1647', '1648', '1806', '1807', '1819', '1820', '2479']",[],[],[],[],[],[]
second,[],[],[],"['96', '168', '747', '762', '996', '1183', '1571', '1654', '1658', '1685', '1712']","['661', '709', '1197', '4946', '5953']",[],[],[],[],[]
by,[],[],[],"['104', '124', '856']","['445', '1022', '1481']","['699', '969', '980']",[],[],[],['1314']
third,[],[],[],"['105', '125', '1003', '1573', '1749']",[],[],[],[],[],[]
fulli,[],[],[],"['109', '1001', '1767']","['2641', '2661']",[],[],[],['40'],[]
ongo,[],[],[],"['120', '134', '187', '1206', '1773', '1825', '1840']",[],[],[],[],[],[]
rel,[],[],[],"['130', '274']",[],[],[],[],[],[]
current,[],[],[],"['131', '395', '437', '702', '1637']",[],['330'],['492'],[],[],[]
level,[],[],[],"['132', '1774', '1931', '2370']",['5891'],"['104', '236', '275', '287']",[],[],[],[]
employ,[],[],[],"['136', '760', '1476', '1504', '1518', '1522', '1567', '1588', '1592', '1596', '1617', '1826', '1832', '1861', '1982', '2092', '2131', '2170', '2188', '2218', '2274', '2302', '2494', '2500', '2509']","['105', '480', '529', '1909', '1913', '1923', '1927', '3636', '3644', '3672', '3678', '3696', '3703', '3711', '3718', '3749', '3860', '3867', '3912', '3951', '4050', '4086', '4106', '4207', '4212', '4371', '4410', '4492', '4516', '4730', '4756', '5804', '5951', '5997']",[],[],[],['334'],[]
reflect,[],[],[],"['137', '811', '1618', '2254']",['1936'],[],[],[],[],[]
creat,[],[],[],"['139', '148', '199', '613', '892', '1211', '1622', '2339', '2487']",[],[],[],[],[],['1320']
yearli,[],[],[],['140'],[],[],[],[],[],[]
capit,[],[],[],"['141', '557', '566', '698', '1866']","['4913', '4992', '4997', '5036', '5059', '5252']",[],[],[],[],[]
improv,[],[],[],"['142', '558', '567', '699', '705', '1867']",[],"['308', '310', '322', '335', '342', '347', '380', '393', '928', '1045']",[],[],[],['225']
hire,[],[],[],"['145', '690', '732', '737', '750', '753', '865', '871', '884', '1160', '1263', '1580', '1620', '1634', '1721', '1730', '1736', '1777', '1794', '1869', '2009', '2201']","['96', '478', '3622', '3632', '3648', '3695', '3714', '3737', '3746', '3759', '3826', '3857', '3918', '3986', '3999', '4047', '4305', '4314', '4489', '4660', '4665', '4727', '4817', '4822', '5510', '5767', '5786', '5795', '5802', '5818', '6237']",[],[],[],[],[]
indirect,[],[],[],"['152', '1273', '1359', '1521', '1582', '1628', '1871', '2216']",[],[],[],[],[],[]
due,[],[],[],"['154', '1613', '1630', '1698', '1905', '1917']","['2729', '2738', '6361']","['26', '85']",[],[],['681'],[]
fourth,[],[],[],"['160', '828', '839', '1575', '1780', '1835', '2471']",[],[],[],[],[],[]
startup,[],[],[],"['164', '1140', '1550', '1578']",[],[],[],[],[],[]
occur,[],[],[],"['166', '814', '927', '931']",['6014'],['84'],[],[],[],"['756', '775', '793', '1813']"
onetim,[],[],[],"['171', '583']",[],[],[],[],[],[]
substanti,[],[],[],"['175', '1458', '2027', '2128']",['5228'],[],[],[],[],[]
number,[],[],[],"['176', '1111', '1610', '1694', '1769', '1902', '2264']","['4180', '4192', '4356', '4585', '4813', '6787']","['142', '158', '698', '708', '810', '998', '1009', '1018', '1020', '1030']","['53', '72']",[],['224'],[]
yearlong,[],[],[],['177'],[],['688'],[],[],[],[]
over,[],[],[],"['180', '745', '2088']",[],[],[],[],[],[]
temporari,[],[],[],"['184', '1042', '1137']",[],[],[],[],[],[]
eventu,[],[],[],['186'],[],[],[],[],[],[]
expect,[],[],[],"['191', '283', '485', '503', '562', '572', '589', '661', '674', '685', '688', '695', '731', '864', '936', '1500', '1672', '1702', '1716', '1723', '1743', '1752', '1783', '1985', '2057', '2198']",[],[],[],[],[],['1650']
cumul,[],[],[],"['195', '1817']",[],[],[],['93'],[],[]
approxim,[],[],[],"['197', '2171', '2344']","['573', '5632', '6807', '6856']","['1046', '1049']",[],[],[],['137']
held,[],[],[],['201'],"['691', '5117', '5585', '5594', '5615', '5618']",[],[],[],[],[]
iowa,[],[],[],"['206', '293', '352', '363', '426', '933', '1863', '1884', '2077']",[],[],[],[],[],[]
these,[],[],[],"['210', '544', '778', '946', '977', '1011', '1272', '1513', '2100', '2278']",[],"['736', '825', '859']",[],[],[],['1284']
could,[],[],[],"['212', '869', '1480', '2253']","['690', '920', '2765']",[],['403'],[],[],['1603']
reduc,[],[],[],"['213', '1282', '2051']",[],[],[],[],[],[]
unemploy,[],[],[],"['214', '303', '319', '360', '396', '438', '504', '509', '873', '881', '1083', '1088', '1283', '1873', '1909', '1987', '2001', '2015', '2052', '2059', '2084', '2115', '2118']",[],[],[],[],[],[]
rate,[],[],[],"['215', '304', '309', '320', '326', '339', '361', '880', '966', '1026', '1052', '1073', '1874', '1910', '1938', '1953', '1969', '1988', '2016', '2053', '2060', '2085', '2116', '2119']",['4630'],['219'],"['353', '374']",[],['217'],[]
carrol,[],[],[],"['216', '241', '305', '333', '381', '409', '523', '914', '1148', '1856', '1875', '1924', '1962', '1983', '2017']",[],[],[],[],[],[]
counti,[],[],[],"['217', '239', '242', '246', '261', '264', '266', '269', '290', '292', '299', '306', '311', '313', '316', '323', '334', '351', '364', '366', '368', '373', '382', '412', '420', '423', '425', '440', '448', '459', '467', '524', '550', '552', '915', '923', '929', '934', '1149', '1284', '1857', '1876', '1881', '1885', '1925', '1963', '1973', '1976', '1984', '2018', '2040', '2066', '2070', '2076', '2179', '2182']",[],[],[],[],[],[]
percentag,[],[],[],"['221', '684', '1877', '1882', '1886', '1989', '2020', '2054', '2086']",[],[],[],[],[],[]
point,[],[],[],"['222', '944', '1878', '1883', '1887', '1990', '2021', '2055', '2087', '2297']",[],[],[],[],"['228', '239']",[]
remaind,[],[],[],['224'],['6741'],[],[],[],[],[]
provid,[],[],[],"['226', '633', '713', '1163', '1248', '2280', '2512']","['279', '1577', '1900', '1974', '2390', '2407', '2551', '3033', '4358', '5657', '5965', '6371']","['437', '822', '897', '955']",[],"['13', '32']","['99', '114', '173', '248', '261', '271', '290', '379', '436', '461', '512', '541', '562', '585', '641', '675', '782']","['158', '1480']"
background,[],[],[],"['227', '231', '803']",['219'],[],[],[],[],[]
explain,[],[],[],"['228', '1468']","['770', '906', '946', '1385', '2672', '2752']",[],['445'],[],[],[]
i,[],[],[],['230'],"['76', '164', '182', '197', '293', '300', '399', '417', '439', '645', '756', '767', '787', '819', '831', '850', '858', '860', '893', '895', '901', '905', '914', '925', '941', '1010', '1026', '1037', '1046', '1074', '1088', '1108', '1148', '1315', '1321', '1338', '1410', '1462', '1485', '1488', '2306', '2331', '2949', '3150', '3516', '3531', '3619', '3625', '3729', '3755', '3805', '3817', '3831', '3832', '3843', '3849', '3871', '3894', '3915', '3931', '3971', '4016', '4026', '4063', '4071', '4095', '4112', '4127', '4146', '4164', '4182', '4243', '4285', '4361', '4428', '4469', '4501', '4522', '4536', '4558', '4589', '4591', '4596', '4603', '4632', '4649', '4669', '4679', '4708', '4741', '4765', '4778', '4799', '4826', '4836', '4868', '4897', '5100', '5347', '5361', '5374', '5389', '5404', '5421', '5441', '5475', '5490', '5503', '5531', '5546', '5557', '5569', '5580', '5592', '5602', '5613', '5626', '5644', '5710', '5833', '5854', '6053', '6471', '6490', '6502', '6520', '6634', '6695']",['165'],"['112', '412', '416']",['243'],[],['131']
consist,[],[],[],['237'],[],['520'],[],[],[],[]
seven,[],[],[],['238'],"['481', '3633', '3640', '3673', '3725', '3757', '3827', '5829', '5836', '5857', '5862']",[],['362'],[],[],['590']
major,[],[],[],['248'],[],['478'],[],['142'],[],[]
popul,[],[],[],"['249', '276', '389', '446', '920']",[],[],[],[],[],[]
center,[],[],[],"['250', '447']",['80'],[],['591'],[],[],[]
within,[],[],[],"['251', '1810', '1991']","['738', '1941', '1947', '1963', '2070', '2110', '2968', '5892']",[],[],['248'],"['369', '465', '564', '697', '773']","['621', '687', '736', '743']"
littl,[],[],[],"['252', '453']",['5365'],[],[],[],[],[]
one,[],[],[],"['253', '454', '682', '1341', '1420', '2149', '2489']","['2735', '4039', '4062', '4093', '4151', '4157', '4163', '4266', '4324', '4331', '4348', '4444', '4490', '4720', '4728', '4740', '4763', '4798', '4842', '4854', '4975', '5633', '5799', '6196', '6206', '6444']",[],"['358', '391']",[],"['42', '236', '530']","['1036', '1385']"
hour,[],[],[],"['254', '455']",[],[],[],[],[],"['396', '443', '1689']"
drive,[],[],[],"['255', '542']",[],[],[],[],[],"['397', '408', '417', '444', '483', '1690']"
also,[],[],[],"['258', '287', '427', '1128', '1267', '1481', '1964']","['111', '522', '698', '822', '942', '973', '986', '1071', '1294', '1397', '1452', '2078', '2295', '2323', '2487', '2618', '2774', '3256', '3570', '4352', '5076', '5102', '5250', '5349', '5582', '5614', '5964', '6480', '6522', '6547', '6853']","['528', '838']",[],[],"['259', '540']","['304', '1195', '1454', '1765']"
includ,[],[],[],"['259', '288', '611', '657', '774', '1129', '1305', '2358']","['2314', '4177', '4354', '6492', '6523', '6780']","['215', '231', '326', '529', '738', '833', '1055']",['241'],"['53', '150', '154', '187']","['206', '254', '299', '306', '339', '415', '454', '521', '548', '687']","['258', '1507']"
whitesid,[],[],[],"['260', '310', '1972', '2042', '2062']",[],[],[],[],[],[]
jo,[],[],[],"['262', '321', '2043', '2063']",[],[],[],[],[],[]
daviess,[],[],[],"['263', '322', '2044', '2064']",[],[],[],[],[],[]
lee,[],[],[],"['265', '312', '2045', '2065']",[],[],[],[],[],[]
rock,[],[],[],"['267', '272', '314', '1974', '2046', '2068']",[],[],[],[],[],[]
island,[],[],[],"['268', '273', '315', '1975', '2047', '2069']",[],[],[],[],[],[]
particular,[],[],[],['271'],"['5505', '6431']",[],[],[],[],[]
larg,[],[],[],"['275', '478', '979', '1215']","['2059', '2856']",[],[],[],[],[]
militari,[],[],[],"['277', '654', '662', '672', '1700']",[],[],[],[],[],['288']
instal,[],[],[],['278'],[],[],[],[],[],['339']
spillov,[],[],[],['279'],[],[],[],[],[],[]
effect,[],[],[],"['280', '481', '1057', '1141', '1156', '1317', '1360', '1451', '1523', '1565', '1833', '1859', '1960', '2217', '2237', '2261', '2493']","['2168', '5550', '5980']","['609', '620', '801']",[],['72'],[],[]
clinton,[],[],[],"['289', '365', '422', '2074']",[],[],[],[],[],[]
jackson,[],[],[],"['291', '367', '424', '2075']",[],[],[],[],[],[]
citi,[],[],[],['294'],"['629', '2119', '6781']",[],[],[],[],['1734']
nearbi,[],[],[],"['295', '350', '362']",[],[],[],[],[],[]
distress,[],[],[],"['300', '356', '2289']",[],[],[],[],[],[]
septemb,[],[],[],"['302', '325', '359']","['224', '664', '699', '755', '794', '857', '935']",[],[],[],[],[]
compar,[],[],[],"['308', '2460']",[],[],[],[],[],[]
respect,[],[],[],"['317', '2330']","['190', '911', '3838', '4094', '4473', '4764', '4872', '5675', '5852', '6012', '6155', '6308', '6706', '6710']",[],[],[],['384'],[]
modest,[],[],[],['324'],[],[],[],[],[],[]
earlier,[],[],[],['328'],[],[],[],[],[],"['261', '1655']"
fraction,[],[],[],"['331', '886', '1708']",[],[],[],[],[],[]
adult,[],[],[],['332'],[],[],[],[],[],[]
colleg,[],[],[],['335'],[],[],[],[],[],[]
degre,[],[],[],"['336', '1394']",[],['963'],[],[],[],[]
onehalf,[],[],[],['337'],[],[],[],[],[],[]
challeng,[],[],[],['341'],[],[],[],[],[],[]
today,[],[],[],['342'],[],[],[],[],[],[]
increasingli,[],[],[],['344'],[],[],[],[],[],[]
requir,[],[],[],['345'],"['108', '743', '1192', '1393', '2471', '3203', '3396', '4159', '4178', '4446', '4608', '4802']","['336', '479', '630', '654', '962']",[],"['130', '135', '139', '226', '254']",['714'],['441']
higher,[],[],[],"['346', '1110', '1459', '1789']",['6276'],[],[],[],[],[]
educ,[],[],[],"['347', '513']",[],[],[],[],[],[]
good,[],[],[],"['348', '1221', '1240', '1244', '1400']","['2684', '6033', '6841']",[],[],[],['38'],[]
appear,[],[],[],['353'],"['968', '1455', '3127', '4568', '4574', '4581', '4809', '6612']",[],[],[],[],[]
for,[],[],[],"['357', '629', '709', '1232', '2004']","['8', '58', '160', '1084', '1496', '5792', '6170', '6690']",['276'],['38'],['42'],[],['672']
exampl,[],[],[],"['358', '1233', '1412', '2005']",[],[],[],[],[],[]
nonetheless,[],[],[],['369'],[],[],[],[],[],[]
per,[],[],[],"['370', '375', '516', '591', '964', '1024', '1050', '2173', '2337', '2345', '2368', '2388', '2468']","['5879', '5883', '6138']",['13'],[],[],[],[]
caput,[],[],[],"['371', '376', '517']",[],[],[],[],[],[]
incom,[],[],[],"['372', '377', '518', '1250', '1259']",[],[],"['204', '262']",[],[],[]
latest,[],[],[],['378'],[],[],['111'],[],[],[]
data,[],[],[],"['379', '1928', '1942', '2110']",[],[],[],[],[],[]
averag,[],[],[],"['380', '741', '757', '1114', '1117', '1125', '1934', '1955', '2191', '2208', '2386', '2466']",[],[],[],[],[],[]
capac,[],[],[],"['383', '428']",[],[],[],[],[],[]
absorb,[],[],[],"['384', '429']",[],[],[],[],[],[]
new,[],[],[],"['385', '430', '1217', '1385', '1946', '2024', '2096', '2101', '2136', '2167', '2409']","['610', '612', '627', '2117', '4926', '5003', '5023', '5042', '5428', '6875']","['341', '385']",[],[],"['11', '44', '51', '158', '169', '174', '187', '243', '249', '262', '273', '292', '330', '365', '374', '380', '437', '463', '471', '500', '513', '535', '545', '569', '587', '620', '642', '658', '661', '784']",['1732']
roughli,[],[],[],"['390', '940']",[],[],[],[],[],"['380', '1326']"
bl,[],[],[],"['392', '511', '1090']",[],[],[],[],[],[]
industri,[],[],[],"['399', '1381']",[],[],[],[],[],[]
build,[],[],[],"['400', '401', '404', '406', '407']",[],[],[],[],[],"['315', '1514']"
retail,[],[],[],"['403', '1243']",[],[],[],[],[],[]
commerci,[],[],[],['405'],[],[],[],[],[],[]
sale,[],[],[],['408'],"['5232', '5319']",[],[],[],[],[]
county,[],[],[],['410'],[],[],[],[],[],[]
least,[],[],[],"['413', '417', '468']",['4974'],['764'],[],[],[],[]
hotel,[],[],[],"['414', '469']",[],[],[],[],['130'],[]
motel,[],[],[],"['415', '470']",[],[],[],[],[],[]
beds,[],[],[],['418'],[],[],[],[],[],[]
we,[],[],[],"['433', '537', '900', '909', '961', '985', '1021', '1070', '1943']",[],"['349', '603', '615', '908']",[],[],[],"['129', '962', '1696']"
nearli,[],[],[],"['435', '846']",[],[],[],[],[],[]
six,[],[],[],"['439', '466', '922']",[],['691'],[],[],[],"['744', '1108']"
as,[],[],[],"['441', '669', '1166', '1665', '2347']","['195', '891', '1181', '1196', '1584', '2194', '2698', '4456', '4695', '4855', '4995', '5452', '5667']","['626', '961']",[],[],[],"['1707', '1782']"
mention,[],[],[],"['442', '1167']",[],[],[],[],[],[]
commut,[],[],[],['443'],[],[],[],[],[],[]
largest,[],[],[],"['445', '1961']",[],[],[],[],[],[]
rang,[],[],[],"['451', '1901', '2329', '2482']","['5885', '5893']","['64', '80', '307', '309', '321', '398', '523', '539', '689', '917']",[],[],[],[]
minut,[],[],[],['452'],[],[],[],[],[],[]
thu,[],[],[],"['456', '2117']","['689', '715', '5116', '5684']",[],[],[],[],"['1188', '1524', '1725']"
will,[],[],[],['460'],[],[],[],['12'],[],[]
work,[],[],[],"['461', '1266', '1957', '2202']","['100', '486', '1449', '2979', '3653', '3733', '4342', '5494', '5497', '5593', '5617', '6113', '6241', '6630']","['353', '375', '382', '911']",[],[],[],['711']
environ,[],[],[],['463'],[],[],[],"['131', '175', '222']",[],['32']
immedi,[],[],[],['479'],"['932', '2882']",[],[],[],[],[]
essenc,[],[],[],['492'],[],[],[],[],[],[]
two,[],[],[],"['496', '932', '1697', '2257', '2504']","['1178', '2823', '4040', '4070', '4111', '4152', '4195', '4218', '4226', '4242', '4317', '4350', '4427', '4451', '4482', '4500', '4521', '4556', '4668', '4685', '4694', '4825', '4944', '5302', '5512', '5930']","['167', '177', '354']",[],[],[],"['884', '998']"
entir,[],[],[],['497'],[],[],['399'],[],[],['571']
separ,[],[],[],['498'],"['1211', '6736']",[],[],[],[],[]
side,[],[],[],"['500', '501']",[],[],[],[],[],['247']
come,[],[],[],"['506', '546', '691', '786', '1085', '1669']",['1846'],[],[],[],[],[]
statist,[],[],[],"['510', '514', '1089', '2267']",[],[],[],[],[],[]
censu,[],[],[],"['515', '1929']",[],[],[],[],[],[]
american,[],[],[],"['519', '1427', '2111']","['2139', '2488']",[],[],[],[],[]
commun,[],[],[],"['520', '693', '739', '899', '908', '1261', '2112', '2258', '2272', '2290', '2305']","['563', '569', '1014', '3258']",[],[],[],['241'],[]
inform,[],[],[],"['522', '534', '1607', '1896']","['1058', '2208', '4216', '4224', '4257', '4261', '4455', '4601']",['851'],[],['229'],"['214', '507', '515', '543', '563', '572', '640', '715', '736']",[]
develop,[],[],[],"['526', '2397', '2404', '2424', '2434']",[],['435'],[],[],[],['1152']
corpor,[],[],[],['527'],"['44', '49', '117', '121', '250', '255', '674', '679', '778', '783', '1205', '1210', '1224', '1228', '4613', '4900', '4935', '4945', '4947', '5016', '5129', '5183', '5282', '5286', '5308', '5310', '5315', '5561']",[],[],[],[],[]
websit,[],[],[],"['528', '549']",[],[],[],[],[],[]
wwwcarrollcountyedcorgindexphp,[],[],[],['530'],[],[],[],[],[],[]
modulecdc,[],[],[],['531'],[],[],[],[],[],[]
ffopview,[],[],[],['532'],[],[],[],[],[],[]
mmnposition,[],[],[],['533'],[],[],[],[],[],[]
wwwgocarrollcountycomlodginghtml,[],[],[],['536'],[],[],[],[],[],[]
googl,[],[],[],['539'],[],[],[],[],[],[]
tourism,[],[],[],"['548', '553']",[],[],[],[],[],[]
convers,[],[],[],['551'],[],[],[],[],[],[]
make,[],[],[],"['563', '696']","['1099', '2472', '3022', '4848']",[],['396'],[],['724'],"['407', '482', '1617', '1636']"
similar,[],[],[],"['564', '1688', '2508', '2511']","['285', '1571', '2200', '2236', '5461']",[],[],['134'],[],['1364']
furnish,[],[],[],"['579', '1555']",[],[],[],[],[],[]
equip,[],[],[],"['580', '1556']",[],['755'],[],[],['297'],[]
suppli,[],[],[],"['581', '1165', '1173', '1557']",[],['383'],[],[],"['304', '445', '765']",[]
both,[],[],[],['582'],[],[],[],[],[],[]
employe,[],[],[],"['592', '641', '643', '646', '653', '676', '805', '1226', '1386', '1828']","['97', '3641', '3649', '3874', '3917', '4073', '4089', '4175', '4210', '4325', '4346', '4557', '4658', '4759', '4815', '4850', '5451', '5493', '5513']",[],[],[],"['338', '341']",[]
anoth,[],[],[],"['594', '2309']","['5285', '5296']",['253'],[],[],['43'],"['539', '604']"
allow,[],[],[],"['597', '659', '1040', '1095', '1308', '1560', '1733']","['1059', '2971', '3023', '3280', '5217']","['66', '102', '118', '166', '234', '239', '284', '303', '315']",[],[],['329'],[]
live,[],[],[],"['599', '1043']",[],[],[],[],[],"['650', '1730']"
expens,[],[],[],"['600', '1044', '1544']",[],[],[],[],['67'],[]
given,[],[],[],"['601', '1008']","['1140', '1621', '2166', '2713', '3311', '3353', '6815']",[],[],[],[],['665']
worker,[],[],[],"['603', '727', '733', '744', '752', '761', '866', '1046', '1159', '1262', '1516', '1525', '1547', '1563', '2172', '2175', '2190']","['2938', '5238']",[],[],[],[],"['497', '501', '518']"
short,[],[],[],['604'],[],[],[],[],[],[]
period,[],[],[],"['605', '2378', '2384']",[],[],[],[],"['155', '195', '404', '529', '573']","['690', '820', '1191', '1232']"
move,[],[],[],"['606', '1996', '2010']","['1770', '1801', '1839', '2885']","['97', '172', '189', '252']",[],[],[],[]
analysi,[],[],[],"['612', '791', '812', '818', '1330']",['2048'],['524'],[],[],[],[]
jobs,[],[],[],['615'],[],[],[],[],[],[]
iii,[],[],[],['616'],"['1494', '4037', '4043', '4288', '4304', '4463', '6172', '6420', '6435']",[],[],[],['656'],[]
assumpt,[],[],[],"['621', '628', '635', '715', '903', '1699']",['5145'],[],[],[],[],[]
reli,[],[],[],"['626', '796']",[],[],[],[],[],['1502']
portion,[],[],[],"['630', '710', '822', '937', '1037', '1121', '1269', '1306', '1626', '1738']",['4449'],[],[],[],[],"['207', '256', '327', '370', '423', '1433']"
anticip,[],[],[],"['637', '717']",[],[],[],[],[],[]
staf,[],[],[],"['639', '719', '855', '1768']",[],[],[],[],[],[]
need,[],[],[],"['640', '720']","['2628', '2770', '2822', '5180', '6825', '6861']","['384', '891']","['427', '447', '464']",[],[],"['1397', '1595']"
onethird,[],[],[],['642'],[],[],[],[],[],[]
civilian,[],[],[],['645'],[],[],[],[],[],[]
privat,[],[],[],['647'],[],[],[],[],[],[]
contractor,[],[],[],"['648', '1541']",[],[],[],[],[],[]
annual,[],[],[],"['649', '700', '703', '764', '770', '832', '974', '1033', '1179', '1190']",[],"['5', '149', '361', '815', '856', '935']",['545'],[],[],[]
salari,[],[],[],"['650', '656', '765', '771', '777', '833', '837', '844', '849', '858', '1063', '1218', '1229', '1237', '1270', '1304', '1440', '1709', '1739', '1775', '1797']",[],[],[],[],['336'],[]
twothird,[],[],[],['652'],[],[],[],[],[],[]
personnel,[],[],[],"['655', '663', '673', '724', '1235', '1701']",['5156'],['505'],[],[],[],[]
