,dir/5WEKPBBWFKF47XDYW5QBC36KFVBYJFE5.pdf,dir/IM4NOHWT2KSDC4FBCAXQW722XG3AZCNP.pdf,dir/CS4O7BCLPRK6J5MKIK7BPBFC2UURCM7X.pdf,dir/HGJIJLL3ZVEO2ISTFZSKH53BIC2K3UYX.pdf,dir/BNAB3PKSEPVY6LVEMD6PZQXWXMDDTQ7U.pdf,dir/KAI53AEUTC4X3GRV6WZDEZUWVEYPTPPU.pdf,dir/6RWOLVNDX4CTI4PAGDGMWC3FFBTVW3TK.pdf,dir/LFGBSD5XRLBIZCRBVWTKQPP2JEVRWRRS.pdf,dir/EKWVDOMQ3BRDHPPTHV47A37AY2NUS7XK.pdf,dir/6A2V6MYYSW4C6QUKXJX7BEGNPYKZGV6O.pdf
baker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
english,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kolb,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wyden,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
govern,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
agenc,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
balleng,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erdreich,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kopetski,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regula,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barnard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
espi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kostmay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhode,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snow,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yatron,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
barrett,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kyl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
richardson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solarz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
young,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
barton,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fascel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lafalc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridg,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
spenc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zimmer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bateman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fawel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lagomarsino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rigg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spratt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
receiv,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
th,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
beilenson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fazio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lancast,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refer,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
bennett,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
field,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
lanto,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
are,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bentley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fish,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
larocco,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaydo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ray,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
servic,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
bereut,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flake,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laughlin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geka,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roemer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreign,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
affair,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foglietta,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leach,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appleg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hall,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roger,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bevil,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ford,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lehman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mitte,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
commerc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
armey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hammerschmidt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roth,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bilbray,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lent,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biliraki,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hancock,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hous,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
repres,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
schaefer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blackwel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frank,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
levin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bliley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
holloway,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sensenbrenn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boehlert,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frost,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lewi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brewster,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hopkin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relat,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
or,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boehner,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gallegli,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inhof,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solomon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bonior,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gallo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cobl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stump,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sec,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
soviet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weapon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
destruct,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
borski,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gejdenson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lightfoot,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jontz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boucher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gephardt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lipinski,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kolter,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
findings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finds,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trafic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boxer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geren,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
livingston,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cox,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moorhead,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
establish,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
so,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valentin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brook,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gilchrest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lloyd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delay,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
murphi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
viet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reduct,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
volkmer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broomfield,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gillmor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
long,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
doolittl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perkin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contrib,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
browder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gilman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loweri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dornan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
petri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walsh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ute,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
significantli,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weap,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brown,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gingrich,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lowey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ny,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duncan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poshard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
water,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
on,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
mass,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
state,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
bryant,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glickman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luken,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ewe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quillen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ak,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
former,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
union,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
bun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gonzalez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
machtley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rahal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zeliff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
byron,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goodl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potenti,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
callahan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gordon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
markey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
voting,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camp,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goss,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marlene,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nation,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
secur,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inter,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ackerman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feighan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
campbel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
co,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
gradison,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
martin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anthoni,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gibbon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
est,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unit,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
continu,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
cardin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
martinez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bruce,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hefner,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pickett,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
huge,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carper,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
green,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matsui,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bustamant,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hubbard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rinaldo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
senal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guarini,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mavroul,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tallon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tect,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chandler,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gunderson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mazzoli,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dannemey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccandless,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
materi,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
remov,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
clay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hamilton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccloskey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
traxler,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
well,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
hazard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
engel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nowak,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wyli,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clement,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hansen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccollum,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
faulti,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
storag,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
clinger,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccreri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amend,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
modifi,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
coleman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mo,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hastert,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccurdi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hatcher,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcdade,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agre,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
safeti,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
describ,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
il,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcdermott,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
after,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
time,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
condit,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
la,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcewen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conyer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hefley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcgrath,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
call,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
in,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
cooper,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
henri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mchugh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remain,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
urgent,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concern,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
addit,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
costello,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
herger,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcmillan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
illinoi,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
chair,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resourc,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
necessari,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
meet,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
coughlin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hertel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcmillen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
md,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
man,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
announc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
particularli,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
area,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
safe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoagland,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcnulti,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consider,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
said,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fissil,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coyn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hobson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meyer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
