,dir/5WEKPBBWFKF47XDYW5QBC36KFVBYJFE5.pdf,dir/IM4NOHWT2KSDC4FBCAXQW722XG3AZCNP.pdf,dir/CS4O7BCLPRK6J5MKIK7BPBFC2UURCM7X.pdf,dir/HGJIJLL3ZVEO2ISTFZSKH53BIC2K3UYX.pdf,dir/BNAB3PKSEPVY6LVEMD6PZQXWXMDDTQ7U.pdf,dir/KAI53AEUTC4X3GRV6WZDEZUWVEYPTPPU.pdf,dir/6RWOLVNDX4CTI4PAGDGMWC3FFBTVW3TK.pdf,dir/LFGBSD5XRLBIZCRBVWTKQPP2JEVRWRRS.pdf,dir/EKWVDOMQ3BRDHPPTHV47A37AY2NUS7XK.pdf,dir/6A2V6MYYSW4C6QUKXJX7BEGNPYKZGV6O.pdf
"('third', 'fully')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fully', 'operational')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('operational', 'ongoing')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('ongoing', 'relative')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('relative', 'current')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('current', 'levels')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('levels', 'employment')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('employment', 'reflects')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('reflects', 'created')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('created', 'yearly')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('yearly', 'capital')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('capital', 'improvements')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('improvements', 'direct')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('direct', 'hires')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('hires', 'indirect')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('indirect', 'due')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('due', 'increased')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('increased', 'fourth')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fourth', 'addition')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('addition', 'startup')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('startup', 'occur')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('occur', 'onetime')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('onetime', 'substantial')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('substantial', 'number')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('number', 'yearlong')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('yearlong', 'over')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('over', 'temporary')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('temporary', 'eventual')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('eventual', 'expected')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('expected', 'cumulative')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('cumulative', 'approximately')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('approximately', 'held')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('held', 'residing')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('residing', 'iowa')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('iowa', 'fill')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fill', 'these')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('these', 'could')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('could', 'reduce')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('reduce', 'unemployment')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('unemployment', 'rate')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('rate', 'carroll')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('carroll', 'county')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('county', 'located')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('located', 'percentage')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('percentage', 'points')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('points', 'remainder')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('remainder', 'provides')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('provides', 'background')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('background', 'explains')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('explains', 'i')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('i', 'consists')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('consists', 'seven')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('seven', 'counties')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('counties', 'major')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('major', 'population')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('population', 'centers')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('centers', 'within')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('within', 'little')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('little', 'one')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('one', 'hour')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('hour', 'drive')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"('drive', 'also')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('also', 'included')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('included', 'whiteside')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('whiteside', 'jo')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('jo', 'daviess')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('daviess', 'lee')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('lee', 'rock')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('rock', 'island')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('island', 'particular')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('particular', 'relatively')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('relatively', 'large')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('large', 'military')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('military', 'installation')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('installation', 'spillover')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('spillover', 'effects')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('effects', 'includes')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('includes', 'clinton')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('clinton', 'jackson')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('jackson', 'cities')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('cities', 'nearby')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('nearby', 'economies')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('economies', 'distressed')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('distressed', 'september')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('september', 'comparable')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('comparable', 'rates')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('rates', 'respectively')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('respectively', 'modest')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('modest', 'earlier')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('earlier', 'fraction')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fraction', 'adults')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('adults', 'college')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('college', 'degree')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('degree', 'onehalf')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('onehalf', 'poses')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('poses', 'challenge')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('challenge', 'today')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('today', 'increasingly')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('increasingly', 'requires')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('requires', 'higher')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('higher', 'education')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('education', 'good')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('good', 'appear')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('appear', 'economically')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('economically', 'for')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('for', 'example')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('example', 'nonetheless')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('nonetheless', 'per')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('per', 'capita')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('capita', 'income')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('income', 'latest')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('latest', 'data')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('data', 'average')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('average', 'capacity')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('capacity', 'absorb')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('absorb', 'new')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('new', 'roughly')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('roughly', 'bls')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('bls', 'currently')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('currently', 'unemployed')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('unemployed', 'industrial')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('industrial', 'buildings')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('buildings', 'building')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('building', 'sites')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('sites', 'retail')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('retail', 'commercial')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('commercial', 'sale')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('sale', 'least')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('least', 'hotels')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('hotels', 'motels')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('motels', 'like')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('like', 'beds')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('beds', 'we')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('we', 'estimate')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('estimate', 'nearly')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('nearly', 'six')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('six', 'as')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('as', 'mentioned')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('mentioned', 'commuting')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('commuting', 'times')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('times', 'largest')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('largest', 'range')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('range', 'minutes')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('minutes', 'thus')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('thus', 'willing')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('willing', 'work')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('work', 'environs')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('environs', 'immediate')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('immediate', 'effect')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('effect', 'expects')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('expects', 'occupy')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('occupy', 'essence')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('essence', 'operate')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('operate', 'two')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('two', 'entirely')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('entirely', 'separate')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('separate', 'facilities')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('facilities', 'side')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('side', 'come')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('come', 'statistics')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('statistics', 'statistic')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('statistic', 'census')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('census', 'american')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('american', 'community')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('community', 'information')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('information', 'development')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('development', 'corporation')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('corporation', 'website')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('website', 'wwwcarrollcountyedcorgindexphp')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('wwwcarrollcountyedcorgindexphp', 'modulecdc')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('modulecdc', 'ffopview')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('ffopview', 'mmnposition')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('mmnposition', 'wwwgocarrollcountycomlodginghtml')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('wwwgocarrollcountycomlodginghtml', 'used')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('used', 'google')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('google', 'maps')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('maps', 'driving')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('driving', 'tourism')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('tourism', 'websites')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('websites', 'conversations')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('conversations', 'offices')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('offices', 'spend')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('spend', 'open')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('open', 'make')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('make', 'similar')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('similar', 'modify')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('modify', 'furnishings')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('furnishings', 'equipment')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('equipment', 'supplies')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('supplies', 'both')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('both', 'employee')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('employee', 'relocated')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('relocated', 'another')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('another', 'allowance')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('allowance', 'housing')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('housing', 'living')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('living', 'expenses')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('expenses', 'given')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('given', 'workers')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('workers', 'short')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('short', 'period')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('period', 'moving')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('moving', 'locally')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('locally', 'analysis')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('analysis', 'creates')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('creates', 'iii')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('iii', 'estimating')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('estimating', 'impact')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('impact', 'assumptions')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('assumptions', 'estimated')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('estimated', 'rely')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('rely', 'portion')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('portion', 'provided')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('provided', 'anticipates')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('anticipates', 'staffing')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('staffing', 'needs')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('needs', 'employees')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('employees', 'onethird')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('onethird', 'civilian')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('civilian', 'private')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('private', 'contractors')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('contractors', 'annual')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('annual', 'salaries')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('salaries', 'twothirds')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('twothirds', 'personnel')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('personnel', 'relocate')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('relocate', 'families')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('families', 'result')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('result', 'typical')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('typical', 'initially')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('initially', 'rise')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('rise', 'communities')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('communities', 'annually')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('annually', 'matching')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('matching', 'guantanamo')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('guantanamo', 'bay')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('bay', 'correctional')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('correctional', 'officers')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('officers', 'medical')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('medical', 'food')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('food', 'service')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('service', 'staff')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('staff', 'hire')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('hire', 'course')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('course', 'workforce')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('workforce', 'on')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('on', 'directly')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('directly', 'employ')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('employ', 'salary')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('salary', 'including')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('including', 'benefits')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('benefits', 'relating')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('relating', 'presented')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('presented', 'relies')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('relies', 'checks')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('checks', 'reflected')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('reflected', 'recent')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('recent', 'highersecurity')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('highersecurity', 'inmates')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('inmates', 'other')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('other', 'ramps')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('ramps', 'achieved')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"('achieved', 'hiring')",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
